,geo,prob,age,race_asian,race_black,race_mix,race_native_american,race_native_pacific,race_other,race_white_hispanic,race_white_non_hispanic,sex_female,sex_male
1563,Connecticut,0.048694752543656454,45.0,0,0,0,0,0,0,0,1,1,0
1564,Connecticut,0.05702232345782119,55.0,0,0,0,0,0,0,0,1,1,0
1565,Connecticut,0.041992982031614744,65.0,0,0,0,0,0,0,0,1,1,0
1566,Connecticut,0.023406764617990117,75.0,0,0,0,0,0,0,0,1,1,0
1567,Connecticut,0.015436281647444133,85.0,0,0,0,0,0,0,0,1,1,0
1568,Delaware,0.00302579677765044,0.0,0,0,0,0,0,0,1,0,0,1
1569,Delaware,0.003231443484874633,5.0,0,0,0,0,0,0,1,0,0,1
1570,Delaware,0.0034215891840166006,10.0,0,0,0,0,0,0,1,0,0,1
1571,Delaware,0.001791916534305281,15.0,0,0,0,0,0,0,1,0,0,1
1572,Delaware,0.0011036717754544637,18.0,0,0,0,0,0,0,1,0,0,1
1573,Delaware,0.002270380983776645,20.0,0,0,0,0,0,0,1,0,0,1
1574,Delaware,0.001971728228059098,25.0,0,0,0,0,0,0,1,0,0,1
1575,Delaware,0.0026269041696678343,30.0,0,0,0,0,0,0,1,0,0,1
1576,Delaware,0.004827013916805056,35.0,0,0,0,0,0,0,1,0,0,1
1577,Delaware,0.0033285831355232467,45.0,0,0,0,0,0,0,1,0,0,1
1578,Delaware,0.0015490674076837465,55.0,0,0,0,0,0,0,1,0,0,1
1579,Delaware,0.0008370544364401832,65.0,0,0,0,0,0,0,1,0,0,1
1580,Delaware,0.0004143936160648314,75.0,0,0,0,0,0,0,1,0,0,1
1581,Delaware,7.750504041112807e-05,85.0,0,0,0,0,0,0,1,0,0,1
1582,Delaware,0.0028883545059880393,0.0,0,0,0,0,0,0,1,0,1,0
1583,Delaware,0.0027498788337868237,5.0,0,0,0,0,0,0,1,0,1,0
1584,Delaware,0.0033234161328291718,10.0,0,0,0,0,0,0,1,0,1,0
1585,Delaware,0.0013279196923773277,15.0,0,0,0,0,0,0,1,0,1,0
1586,Delaware,0.0009259268827782767,18.0,0,0,0,0,0,0,1,0,1,0
1587,Delaware,0.0024109234570554904,20.0,0,0,0,0,0,0,1,0,1,0
1588,Delaware,0.002342719021493698,25.0,0,0,0,0,0,0,1,0,1,0
1589,Delaware,0.002038899263082076,30.0,0,0,0,0,0,0,1,0,1,0
1590,Delaware,0.004259677020995598,35.0,0,0,0,0,0,0,1,0,1,0
1591,Delaware,0.003287247113970645,45.0,0,0,0,0,0,0,1,0,1,0
1592,Delaware,0.0015159985904416651,55.0,0,0,0,0,0,0,1,0,1,0
1593,Delaware,0.0009465948935545775,65.0,0,0,0,0,0,0,1,0,1,0
1594,Delaware,0.0006386415329876953,75.0,0,0,0,0,0,0,1,0,1,0
1595,Delaware,0.00013330866950714027,85.0,0,0,0,0,0,0,1,0,1,0
1596,Delaware,0.00682664395941216,0.0,0,1,0,0,0,0,0,0,0,1
1597,Delaware,0.007290640801340114,5.0,0,1,0,0,0,0,0,0,0,1
1598,Delaware,0.008149396649095413,10.0,0,1,0,0,0,0,0,0,0,1
1599,Delaware,0.004597598997188117,15.0,0,1,0,0,0,0,0,0,0,1
1600,Delaware,0.0036179352863914584,18.0,0,1,0,0,0,0,0,0,0,1
1601,Delaware,0.008372611165479462,20.0,0,1,0,0,0,0,0,0,0,1
1602,Delaware,0.00832094113853871,25.0,0,1,0,0,0,0,0,0,0,1
1603,Delaware,0.006918616607366699,30.0,0,1,0,0,0,0,0,0,0,1
1604,Delaware,0.012840001694776884,35.0,0,1,0,0,0,0,0,0,0,1
1605,Delaware,0.013181023872585847,45.0,0,1,0,0,0,0,0,0,0,1
1606,Delaware,0.012579584758995493,55.0,0,1,0,0,0,0,0,0,0,1
1607,Delaware,0.00707052648657251,65.0,0,1,0,0,0,0,0,0,0,1
1608,Delaware,0.0030402643851938503,75.0,0,1,0,0,0,0,0,0,0,1
1609,Delaware,0.0007853844094994311,85.0,0,1,0,0,0,0,0,0,0,1
1610,Delaware,0.0070353908682527985,0.0,0,1,0,0,0,0,0,0,1,0
1611,Delaware,0.0075644919441261,5.0,0,1,0,0,0,0,0,0,1,0
1612,Delaware,0.008088426017305325,10.0,0,1,0,0,0,0,0,0,1,0
1613,Delaware,0.00466993703490517,15.0,0,1,0,0,0,0,0,0,1,0
1614,Delaware,0.003123969828837869,18.0,0,1,0,0,0,0,0,0,1,0
1615,Delaware,0.008061557603296134,20.0,0,1,0,0,0,0,0,0,1,0
1616,Delaware,0.00805845740167969,25.0,0,1,0,0,0,0,0,0,1,0
1617,Delaware,0.0077525708421904375,30.0,0,1,0,0,0,0,0,0,1,0
1618,Delaware,0.014508943564963175,35.0,0,1,0,0,0,0,0,0,1,0
1619,Delaware,0.016313260905734237,45.0,0,1,0,0,0,0,0,0,1,0
1620,Delaware,0.015259192356142894,55.0,0,1,0,0,0,0,0,0,1,0
1621,Delaware,0.009647827430377223,65.0,0,1,0,0,0,0,0,0,1,0
1622,Delaware,0.00491381956206552,75.0,0,1,0,0,0,0,0,0,1,0
1623,Delaware,0.0013134520848339171,85.0,0,1,0,0,0,0,0,0,1,0
1624,Delaware,9.61062501097988e-05,0.0,0,0,0,1,0,0,0,0,0,1
1625,Delaware,2.8935215086821146e-05,5.0,0,0,0,1,0,0,0,0,0,1
1626,Delaware,0.00013020846789069517,10.0,0,0,0,1,0,0,0,0,0,1
1627,Delaware,8.163864256638823e-05,15.0,0,0,0,1,0,0,0,0,0,1
1628,Delaware,4.340282263023172e-05,18.0,0,0,0,1,0,0,0,0,0,1
1629,Delaware,0.0001715444894432968,20.0,0,0,0,1,0,0,0,0,0,1
1630,Delaware,4.340282263023172e-05,25.0,0,0,0,1,0,0,0,0,0,1
1631,Delaware,0.00012194126358017483,30.0,0,0,0,1,0,0,0,0,0,1
1632,Delaware,0.00021288051099589844,35.0,0,0,0,1,0,0,0,0,0,1
1633,Delaware,0.0002294149196169391,45.0,0,0,0,1,0,0,0,0,0,1
1634,Delaware,0.00038029139828393507,55.0,0,0,0,1,0,0,0,0,0,1
1635,Delaware,0.00031208696272214234,65.0,0,0,0,1,0,0,0,0,0,1
1636,Delaware,8.267204310520327e-05,75.0,0,0,0,1,0,0,0,0,0,1
1637,Delaware,0.00013020846789069517,85.0,0,0,0,1,0,0,0,0,0,1
1638,Delaware,1.7567809159855696e-05,0.0,0,0,0,1,0,0,0,0,1,0
1639,Delaware,4.7536424785491884e-05,5.0,0,0,0,1,0,0,0,0,1,0
1640,Delaware,7.957184148875815e-05,10.0,0,0,0,1,0,0,0,0,1,0
1641,Delaware,5.167002694075205e-05,15.0,0,0,0,1,0,0,0,0,1,0
1642,Delaware,3.513561831971139e-05,18.0,0,0,0,1,0,0,0,0,1,0
1643,Delaware,0.00013434207004595533,20.0,0,0,0,1,0,0,0,0,1,0
1644,Delaware,0.00013537547058477037,25.0,0,0,0,1,0,0,0,0,1,0
1645,Delaware,7.543823933349799e-05,30.0,0,0,0,1,0,0,0,0,1,0
1646,Delaware,0.0001539766802834411,35.0,0,0,0,1,0,0,0,0,1,0
1647,Delaware,0.0001291750673518801,45.0,0,0,0,1,0,0,0,0,1,0
1648,Delaware,0.00036169018858526434,55.0,0,0,0,1,0,0,0,0,1,0
1649,Delaware,0.00019324590075841267,65.0,0,0,0,1,0,0,0,0,1,0
1650,Delaware,0.0001643106856715915,75.0,0,0,0,1,0,0,0,0,1,0
1651,Delaware,3.513561831971139e-05,85.0,0,0,0,1,0,0,0,0,1,0
1652,Delaware,0.0015211655931357403,0.0,0,0,0,0,1,0,0,0,0,1
1653,Delaware,0.0011491413991623256,5.0,0,0,0,0,1,0,0,0,0,1
1654,Delaware,0.0011284733883860248,10.0,0,0,0,0,1,0,0,0,0,1
1655,Delaware,0.0006520757399922909,15.0,0,0,0,0,1,0,0,0,0,1
1656,Delaware,0.000454696237078618,18.0,0,0,0,0,1,0,0,0,0,1
1657,Delaware,0.0014436605527246122,20.0,0,0,0,0,1,0,0,0,0,1
1658,Delaware,0.0016989104858119272,25.0,0,0,0,0,1,0,0,0,0,1
1659,Delaware,0.0019593274215933174,30.0,0,0,0,0,1,0,0,0,0,1
1660,Delaware,0.0035218290362816597,35.0,0,0,0,0,1,0,0,0,0,1
1661,Delaware,0.002297249397785836,45.0,0,0,0,0,1,0,0,0,0,1
1662,Delaware,0.001845653362323663,55.0,0,0,0,0,1,0,0,0,0,1
1663,Delaware,0.001191510821253742,65.0,0,0,0,0,1,0,0,0,0,1
1664,Delaware,0.0005859381055081282,75.0,0,0,0,0,1,0,0,0,0,1
1665,Delaware,0.00010437345442031913,85.0,0,0,0,0,1,0,0,0,0,1
1666,Delaware,0.001311385283756287,0.0,0,0,0,0,1,0,0,0,1,0
1667,Delaware,0.001589370028697533,5.0,0,0,0,0,1,0,0,0,1,0
1668,Delaware,0.0007915848127323213,10.0,0,0,0,0,1,0,0,0,1,0
1669,Delaware,0.0005973055114350936,15.0,0,0,0,0,1,0,0,0,1,0
1670,Delaware,0.0004588298392338782,18.0,0,0,0,0,1,0,0,0,1,0
1671,Delaware,0.0012287132406510837,20.0,0,0,0,0,1,0,0,0,1,0
1672,Delaware,0.001815684746698027,25.0,0,0,0,0,1,0,0,0,1,0
1673,Delaware,0.0019541604188992425,30.0,0,0,0,0,1,0,0,0,1,0
1674,Delaware,0.0032645123021167143,35.0,0,0,0,0,1,0,0,0,1,0
1675,Delaware,0.002571100540571822,45.0,0,0,0,0,1,0,0,0,1,0
1676,Delaware,0.002049233268470226,55.0,0,0,0,0,1,0,0,0,1,0
1677,Delaware,0.0016255390475560594,65.0,0,0,0,0,1,0,0,0,1,0
1678,Delaware,0.0006386415329876953,75.0,0,0,0,0,1,0,0,0,1,0
1679,Delaware,0.00036479039020170947,85.0,0,0,0,0,1,0,0,0,1,0
1680,Delaware,0.00013744227166240044,0.0,1,0,0,0,0,0,0,0,0,1
1681,Delaware,0.0,5.0,1,0,0,0,0,0,0,0,0,1
1682,Delaware,9.300604849335369e-06,10.0,1,0,0,0,0,0,0,0,0,1
1683,Delaware,0.0,15.0,1,0,0,0,0,0,0,0,0,1
1684,Delaware,2.6868414009191063e-05,18.0,1,0,0,0,0,0,0,0,0,1
1685,Delaware,0.0001188410619637297,20.0,1,0,0,0,0,0,0,0,0,1
1686,Delaware,4.340282263023172e-05,25.0,1,0,0,0,0,0,0,0,0,1
1687,Delaware,2.170141131511586e-05,30.0,1,0,0,0,0,0,0,0,0,1
1688,Delaware,1.5501008082225613e-05,35.0,1,0,0,0,0,0,0,0,0,1
1689,Delaware,3.6169018858526434e-05,45.0,1,0,0,0,0,0,0,0,0,1
1690,Delaware,2.0668010776300817e-05,55.0,1,0,0,0,0,0,0,0,0,1
1691,Delaware,0.0,65.0,1,0,0,0,0,0,0,0,0,1
1692,Delaware,0.0,75.0,1,0,0,0,0,0,0,0,0,1
1693,Delaware,0.0,85.0,1,0,0,0,0,0,0,0,0,1
1694,Delaware,9.61062501097988e-05,0.0,1,0,0,0,0,0,0,0,1,0
1695,Delaware,9.300604849335369e-06,5.0,1,0,0,0,0,0,0,0,1,0
1696,Delaware,2.3768212392745942e-05,10.0,1,0,0,0,0,0,0,0,1,0
1697,Delaware,0.0,15.0,1,0,0,0,0,0,0,0,1,0
1698,Delaware,0.0,18.0,1,0,0,0,0,0,0,0,1,0
1699,Delaware,5.167002694075204e-06,20.0,1,0,0,0,0,0,0,0,1,0
1700,Delaware,4.960322586312197e-05,25.0,1,0,0,0,0,0,0,0,1,0
1701,Delaware,4.2369422091416676e-05,30.0,1,0,0,0,0,0,0,0,1,0
1702,Delaware,4.133602155260164e-06,35.0,1,0,0,0,0,0,0,0,1,0
1703,Delaware,0.0,45.0,1,0,0,0,0,0,0,0,1,0
1704,Delaware,3.203541670326627e-05,55.0,1,0,0,0,0,0,0,0,1,0
1705,Delaware,3.6169018858526434e-05,65.0,1,0,0,0,0,0,0,0,1,0
1706,Delaware,0.0,75.0,1,0,0,0,0,0,0,0,1,0
1707,Delaware,0.0,85.0,1,0,0,0,0,0,0,0,1,0
1708,Delaware,0.0009135260763124962,0.0,0,0,0,0,0,1,0,0,0,1
1709,Delaware,0.0007140797723211933,5.0,0,0,0,0,0,1,0,0,0,1
1710,Delaware,0.0013062182810622117,10.0,0,0,0,0,0,1,0,0,0,1
1711,Delaware,0.0005270342747956709,15.0,0,0,0,0,0,1,0,0,0,1
1712,Delaware,0.0002583501347037602,18.0,0,0,0,0,0,1,0,0,0,1
1713,Delaware,0.000882524060148045,20.0,0,0,0,0,0,1,0,0,0,1
1714,Delaware,0.0011450077970070653,25.0,0,0,0,0,0,1,0,0,0,1
1715,Delaware,0.0009403944903216872,30.0,0,0,0,0,0,1,0,0,0,1
1716,Delaware,0.0017640147197572748,35.0,0,0,0,0,0,1,0,0,0,1
1717,Delaware,0.001134673791618915,45.0,0,0,0,0,0,1,0,0,0,1
1718,Delaware,0.0008494552429059636,55.0,0,0,0,0,0,1,0,0,0,1
1719,Delaware,0.0011253731867695797,65.0,0,0,0,0,0,1,0,0,0,1
1720,Delaware,0.00025421653254850007,75.0,0,0,0,0,0,1,0,0,0,1
1721,Delaware,6.200403232890246e-06,85.0,0,0,0,0,0,1,0,0,0,1
1722,Delaware,0.0009042254714631609,0.0,0,0,0,0,0,1,0,0,1,0
1723,Delaware,0.0008794238585315998,5.0,0,0,0,0,0,1,0,0,1,0
1724,Delaware,0.001210112030952413,10.0,0,0,0,0,0,1,0,0,1,0
1725,Delaware,0.0006500089389146607,15.0,0,0,0,0,0,1,0,0,1,0
1726,Delaware,0.0002872853497905814,18.0,0,0,0,0,0,1,0,0,1,0
1727,Delaware,0.0007440483879468295,20.0,0,0,0,0,0,1,0,0,1,0
1728,Delaware,0.000607639516823244,25.0,0,0,0,0,0,1,0,0,1,0
1729,Delaware,0.0007729836030336507,30.0,0,0,0,0,0,1,0,0,1,0
1730,Delaware,0.0016627414669534008,35.0,0,0,0,0,0,1,0,0,1,0
1731,Delaware,0.0012948508751352463,45.0,0,0,0,0,0,1,0,0,1,0
1732,Delaware,0.0009724299070249535,55.0,0,0,0,0,0,1,0,0,1,0
1733,Delaware,0.0007275139793257888,65.0,0,0,0,0,0,1,0,0,1,0
1734,Delaware,0.0001033400538815041,75.0,0,0,0,0,0,1,0,0,1,0
1735,Delaware,3.203541670326627e-05,85.0,0,0,0,0,0,1,0,0,1,0
1736,Delaware,0.0029369243313123465,0.0,0,0,1,0,0,0,0,0,0,1
1737,Delaware,0.0025411319249461855,5.0,0,0,1,0,0,0,0,0,0,1
1738,Delaware,0.0022848485913200553,10.0,0,0,1,0,0,0,0,0,0,1
1739,Delaware,0.0012059784287971529,15.0,0,0,1,0,0,0,0,0,0,1
1740,Delaware,0.00043092802468587207,18.0,0,0,1,0,0,0,0,0,0,1
1741,Delaware,0.0014570947597292076,20.0,0,0,1,0,0,0,0,0,0,1
1742,Delaware,0.0015511342087613765,25.0,0,0,1,0,0,0,0,0,0,1
1743,Delaware,0.000986897514568364,30.0,0,0,1,0,0,0,0,0,0,1
1744,Delaware,0.0014147253376377911,35.0,0,0,1,0,0,0,0,0,0,1
1745,Delaware,0.0015087647866699598,45.0,0,0,1,0,0,0,0,0,0,1
1746,Delaware,0.0009910311167236243,55.0,0,0,1,0,0,0,0,0,0,1
1747,Delaware,0.0006985787642389676,65.0,0,0,1,0,0,0,0,0,0,1
1748,Delaware,0.0004247276214529818,75.0,0,0,1,0,0,0,0,0,0,1
1749,Delaware,2.7901814548006105e-05,85.0,0,0,1,0,0,0,0,0,0,1
1750,Delaware,0.002802582261266391,0.0,0,0,1,0,0,0,0,0,1,0
1751,Delaware,0.0022063101503701126,5.0,0,0,1,0,0,0,0,0,1,0
1752,Delaware,0.00201719785176696,10.0,0,0,1,0,0,0,0,0,1,0
1753,Delaware,0.001587303227619903,15.0,0,0,1,0,0,0,0,0,1,0
1754,Delaware,0.0011729096115550715,18.0,0,0,1,0,0,0,0,0,1,0
1755,Delaware,0.0016493072599488053,20.0,0,0,1,0,0,0,0,0,1,0
1756,Delaware,0.0018415197601684028,25.0,0,0,1,0,0,0,0,0,1,0
1757,Delaware,0.0011512082002399556,30.0,0,0,1,0,0,0,0,0,1,0
1758,Delaware,0.00214843972019647,35.0,0,0,1,0,0,0,0,0,1,0
1759,Delaware,0.0011925442217925572,45.0,0,0,1,0,0,0,0,0,1,0
1760,Delaware,0.0011780766142491467,55.0,0,0,1,0,0,0,0,0,1,0
1761,Delaware,0.0010313337377374108,65.0,0,0,1,0,0,0,0,0,1,0
1762,Delaware,0.00027385114278598587,75.0,0,0,1,0,0,0,0,0,1,0
1763,Delaware,0.0001085070565755793,85.0,0,0,1,0,0,0,0,0,1,0
1764,Delaware,0.013280230324312092,0.0,0,0,0,0,0,0,0,1,0,1
1765,Delaware,0.013797963994258427,5.0,0,0,0,0,0,0,0,1,0,1
1766,Delaware,0.0146205508231552,10.0,0,0,0,0,0,0,0,1,0,1
1767,Delaware,0.009455614930157624,15.0,0,0,0,0,0,0,0,1,0,1
1768,Delaware,0.0069248170105995896,18.0,0,0,0,0,0,0,0,1,0,1
1769,Delaware,0.016056977572108107,20.0,0,0,0,0,0,0,0,1,0,1
1770,Delaware,0.01961084202509303,25.0,0,0,0,0,0,0,0,1,0,1
1771,Delaware,0.018655979927227933,30.0,0,0,0,0,0,0,0,1,0,1
1772,Delaware,0.03187730642082757,35.0,0,0,0,0,0,0,0,1,0,1
1773,Delaware,0.0386605475576095,45.0,0,0,0,0,0,0,0,1,0,1
1774,Delaware,0.04725844004055064,55.0,0,0,0,0,0,0,0,1,0,1
1775,Delaware,0.040574405355494954,65.0,0,0,0,0,0,0,0,1,0,1
1776,Delaware,0.019835089942015896,75.0,0,0,0,0,0,0,0,1,0,1
1777,Delaware,0.0063347453029362006,85.0,0,0,0,0,0,0,0,1,0,1
1778,Delaware,0.012810033079151248,0.0,0,0,0,0,0,0,0,1,1,0
1779,Delaware,0.013377369974960704,5.0,0,0,0,0,0,0,0,1,1,0
1780,Delaware,0.014469674344488204,10.0,0,0,0,0,0,0,0,1,1,0
1781,Delaware,0.008996785090923746,15.0,0,0,0,0,0,0,0,1,1,0
1782,Delaware,0.0070942946989652565,18.0,0,0,0,0,0,0,0,1,1,0
1783,Delaware,0.015427636643969745,20.0,0,0,0,0,0,0,0,1,1,0
1784,Delaware,0.019174746997713085,25.0,0,0,0,0,0,0,0,1,1,0
1785,Delaware,0.018595009295437847,30.0,0,0,0,0,0,0,0,1,1,0
1786,Delaware,0.03323726152990816,35.0,0,0,0,0,0,0,0,1,1,0
1787,Delaware,0.040788319267029666,45.0,0,0,0,0,0,0,0,1,1,0
1788,Delaware,0.05294007620295573,55.0,0,0,0,0,0,0,0,1,1,0
1789,Delaware,0.04659293009355375,65.0,0,0,0,0,0,0,0,1,1,0
1790,Delaware,0.024650736452893986,75.0,0,0,0,0,0,0,0,1,1,0
1791,Delaware,0.010018818223811822,85.0,0,0,0,0,0,0,0,1,1,0
1792,District of Columbia,0.0020014986310034275,0.0,0,0,0,0,0,0,1,0,0,1
1793,District of Columbia,0.0008803744868043546,5.0,0,0,0,0,0,0,1,0,0,1
1794,District of Columbia,0.0011282469151279108,10.0,0,0,0,0,0,0,1,0,0,1
1795,District of Columbia,0.0006652668047534524,15.0,0,0,0,0,0,0,1,0,0,1
1796,District of Columbia,0.0007564382726425765,18.0,0,0,0,0,0,0,1,0,0,1
1797,District of Columbia,0.0017835418405809903,20.0,0,0,0,0,0,0,1,0,0,1
1798,District of Columbia,0.0019929513058888223,25.0,0,0,0,0,0,0,1,0,0,1
1799,District of Columbia,0.003319211252838424,30.0,0,0,0,0,0,0,1,0,0,1
1800,District of Columbia,0.003864815505987401,35.0,0,0,0,0,0,0,1,0,0,1
1801,District of Columbia,0.003048545957542587,45.0,0,0,0,0,0,0,1,0,0,1
1802,District of Columbia,0.0014487716069256126,55.0,0,0,0,0,0,0,1,0,0,1
1803,District of Columbia,0.0007920521272867656,65.0,0,0,0,0,0,0,1,0,0,1
1804,District of Columbia,0.00039745061782915035,75.0,0,0,0,0,0,0,1,0,0,1
1805,District of Columbia,1.2820987671908076e-05,85.0,0,0,0,0,0,0,1,0,0,1
1806,District of Columbia,0.0021297085077225083,0.0,0,0,0,0,0,0,1,0,1,0
1807,District of Columbia,0.0010869348437406515,5.0,0,0,0,0,0,0,1,0,1,0
1808,District of Columbia,0.001019980797009576,10.0,0,0,0,0,0,0,1,0,1,0
1809,District of Columbia,0.00047010288130329615,15.0,0,0,0,0,0,0,1,0,1,0
1810,District of Columbia,0.0012208429372028023,18.0,0,0,0,0,0,0,1,0,1,0
1811,District of Columbia,0.0014829609073840342,20.0,0,0,0,0,0,0,1,0,1,0
1812,District of Columbia,0.0031682085091470622,25.0,0,0,0,0,0,0,1,0,1,0
1813,District of Columbia,0.002616906039255015,30.0,0,0,0,0,0,0,1,0,1,0
1814,District of Columbia,0.002934581622681182,35.0,0,0,0,0,0,0,1,0,1,0
1815,District of Columbia,0.002267890263741962,45.0,0,0,0,0,0,0,1,0,1,0
1816,District of Columbia,0.0013205617302065318,55.0,0,0,0,0,0,0,1,0,1,0
1817,District of Columbia,0.0008803744868043546,65.0,0,0,0,0,0,0,1,0,1,0
1818,District of Columbia,0.0005612743491924203,75.0,0,0,0,0,0,0,1,0,1,0
1819,District of Columbia,0.00021653223623666973,85.0,0,0,0,0,0,0,1,0,1,0
1820,District of Columbia,0.014741286714322753,0.0,0,1,0,0,0,0,0,0,0,1
1821,District of Columbia,0.014506235273671104,5.0,0,1,0,0,0,0,0,0,0,1
1822,District of Columbia,0.012310997273403288,10.0,0,1,0,0,0,0,0,0,0,1
1823,District of Columbia,0.007125620037209355,15.0,0,1,0,0,0,0,0,0,0,1
1824,District of Columbia,0.005768019898172867,18.0,0,1,0,0,0,0,0,0,0,1
1825,District of Columbia,0.014786872448267315,20.0,0,1,0,0,0,0,0,0,0,1
1826,District of Columbia,0.01900640194651084,25.0,0,1,0,0,0,0,0,0,0,1
1827,District of Columbia,0.015855288087592987,30.0,0,1,0,0,0,0,0,0,0,1
1828,District of Columbia,0.024926849142560836,35.0,0,1,0,0,0,0,0,0,0,1
1829,District of Columbia,0.023738770951630687,45.0,0,1,0,0,0,0,0,0,0,1
1830,District of Columbia,0.02646394310900404,55.0,0,1,0,0,0,0,0,0,0,1
1831,District of Columbia,0.015519093299751843,65.0,0,1,0,0,0,0,0,0,0,1
1832,District of Columbia,0.0065458264836019565,75.0,0,1,0,0,0,0,0,0,0,1
1833,District of Columbia,0.0034360246960713644,85.0,0,1,0,0,0,0,0,0,0,1
1834,District of Columbia,0.015054688635191616,0.0,0,1,0,0,0,0,0,0,1,0
1835,District of Columbia,0.013281118673911,5.0,0,1,0,0,0,0,0,0,1,0
1836,District of Columbia,0.014084567234683905,10.0,0,1,0,0,0,0,0,0,1,0
1837,District of Columbia,0.006984589172818367,15.0,0,1,0,0,0,0,0,0,1,0
1838,District of Columbia,0.006937578884688037,18.0,0,1,0,0,0,0,0,0,1,0
1839,District of Columbia,0.017617461615387464,20.0,0,1,0,0,0,0,0,0,1,0
1840,District of Columbia,0.02136973734069923,25.0,0,1,0,0,0,0,0,0,1,0
1841,District of Columbia,0.01866165983355509,30.0,0,1,0,0,0,0,0,0,1,0
1842,District of Columbia,0.030394288107536745,35.0,0,1,0,0,0,0,0,0,1,0
1843,District of Columbia,0.029048084401986397,45.0,0,1,0,0,0,0,0,0,1,0
1844,District of Columbia,0.03234735189622408,55.0,0,1,0,0,0,0,0,0,1,0
1845,District of Columbia,0.023009399208517696,65.0,0,1,0,0,0,0,0,0,1,0
1846,District of Columbia,0.013846666685660723,75.0,0,1,0,0,0,0,0,0,1,0
1847,District of Columbia,0.006538703712673119,85.0,0,1,0,0,0,0,0,0,1,0
1848,District of Columbia,5.983127580223769e-05,0.0,0,0,0,1,0,0,0,0,0,1
1849,District of Columbia,2.136831278651346e-05,5.0,0,0,0,1,0,0,0,0,0,1
1850,District of Columbia,0.00015385185206289692,10.0,0,0,0,1,0,0,0,0,0,1
1851,District of Columbia,4.558573394456205e-05,15.0,0,0,0,1,0,0,0,0,0,1
1852,District of Columbia,1.8519204414978332e-05,18.0,0,0,0,1,0,0,0,0,0,1
1853,District of Columbia,0.00011396433486140512,20.0,0,0,0,1,0,0,0,0,0,1
1854,District of Columbia,9.544513044642679e-05,25.0,0,0,0,1,0,0,0,0,0,1
1855,District of Columbia,8.262414277451872e-05,30.0,0,0,0,1,0,0,0,0,0,1
1856,District of Columbia,0.00022650411553704267,35.0,0,0,0,1,0,0,0,0,0,1
1857,District of Columbia,0.00026781618692430203,45.0,0,0,0,1,0,0,0,0,0,1
1858,District of Columbia,0.00012820987671908078,55.0,0,0,0,1,0,0,0,0,0,1
1859,District of Columbia,0.0001737956106636428,65.0,0,0,0,1,0,0,0,0,0,1
1860,District of Columbia,3.418930045842154e-05,75.0,0,0,0,1,0,0,0,0,0,1
1861,District of Columbia,3.134019208688641e-05,85.0,0,0,0,1,0,0,0,0,0,1
1862,District of Columbia,7.977503440298358e-05,0.0,0,0,0,1,0,0,0,0,1,0
1863,District of Columbia,0.0,5.0,0,0,0,1,0,0,0,0,1,0
1864,District of Columbia,3.276474627265397e-05,10.0,0,0,0,1,0,0,0,0,1,0
1865,District of Columbia,9.402057626065922e-05,15.0,0,0,0,1,0,0,0,0,1,0
1866,District of Columbia,6.695404673107551e-05,18.0,0,0,0,1,0,0,0,0,1,0
1867,District of Columbia,0.00016382373136326987,20.0,0,0,0,1,0,0,0,0,1,0
1868,District of Columbia,3.134019208688641e-05,25.0,0,0,0,1,0,0,0,0,1,0
1869,District of Columbia,7.12277092883782e-06,30.0,0,0,0,1,0,0,0,0,1,0
1870,District of Columbia,0.0001737956106636428,35.0,0,0,0,1,0,0,0,0,1,0
1871,District of Columbia,0.00020940946530783192,45.0,0,0,0,1,0,0,0,0,1,0
1872,District of Columbia,0.00026354252436699933,55.0,0,0,0,1,0,0,0,0,1,0
1873,District of Columbia,0.0007592873810141116,65.0,0,0,0,1,0,0,0,0,1,0
1874,District of Columbia,2.849108371535128e-05,75.0,0,0,0,1,0,0,0,0,1,0
1875,District of Columbia,0.00010969067230410243,85.0,0,0,0,1,0,0,0,0,1,0
1876,District of Columbia,0.0009216865581916139,0.0,0,0,0,0,1,0,0,0,0,1
1877,District of Columbia,0.0003604122089991937,5.0,0,0,0,0,1,0,0,0,0,1
1878,District of Columbia,0.0005641234575639554,10.0,0,0,0,0,1,0,0,0,0,1
1879,District of Columbia,0.00026781618692430203,15.0,0,0,0,0,1,0,0,0,0,1
1880,District of Columbia,0.0007279471889272253,18.0,0,0,0,0,1,0,0,0,0,1
1881,District of Columbia,0.0016054725673600447,20.0,0,0,0,0,1,0,0,0,0,1
1882,District of Columbia,0.0024772997290497937,25.0,0,0,0,0,1,0,0,0,0,1
1883,District of Columbia,0.0023704581651172265,30.0,0,0,0,0,1,0,0,0,0,1
1884,District of Columbia,0.0037821913632128824,35.0,0,0,0,0,1,0,0,0,0,1
1885,District of Columbia,0.0019402428010154222,45.0,0,0,0,0,1,0,0,0,0,1
1886,District of Columbia,0.000911714678891241,55.0,0,0,0,0,1,0,0,0,0,1
1887,District of Columbia,0.0007051543219549442,65.0,0,0,0,0,1,0,0,0,0,1
1888,District of Columbia,0.00031767558342616676,75.0,0,0,0,0,1,0,0,0,0,1
1889,District of Columbia,0.00010256790137526461,85.0,0,0,0,0,1,0,0,0,0,1
1890,District of Columbia,0.0004045733887579882,0.0,0,0,0,0,1,0,0,0,1,0
1891,District of Columbia,0.0005570006866351176,5.0,0,0,0,0,1,0,0,0,1,0
